PMID,Title,Source,PubDate
15918527,Advanced formulation and pharmacological activity of hydrogel of the titrated extract of C. asiatica.,Arch Pharm Res,2005 Apr
15869433,Sustained in vivo gene delivery from agarose hydrogel prolongs nonviral gene expression in skin.,Tissue Eng,2005 Mar-Apr
15867744,Abdominal wound with a fistula and large amount of drainage status after incarcerated hernia repair.,J Wound Ostomy Continence Nurs,2004 May-Jun
15837009,Ballistic skin simulant.,Forensic Sci Int,2005 May 28
15665932,Effects of new wound dressings on healing of thermal burns of the skin in acute radiation disease.,Bull Exp Biol Med,2004 Sep
15656468,The effectiveness of a hydrogel dressing compared with standard management of pressure ulcers.,J Wound Care,2005 Jan
15622279,Medical alert: facial wrinkles--injectable filler materials.,Plast Reconstr Surg,2005 Jan
15621258,Keratinocyte-fibroblast paracrine interaction: the effects of substrate and culture condition.,Biomaterials,2005 Jun
15606826,"Complications from injectable polyacrylamide gel, a new nonbiodegradable soft tissue filler.",Dermatol Surg,2004 Dec
15550141,Localized granulomatous reaction to a semi-permanent hyaluronic acid and acrylic hydrogel cosmetic filler.,Clin Exp Dermatol,2004 Nov
15542162,Does aqueous or sucralfate cream affect the severity of erythematous radiation skin reactions? A randomised controlled trial.,Radiother Oncol,2004 Nov
15476132,Management of infiltration injury in neonates using duoderm hydroactive gel.,Am J Perinatol,2004 Oct
15386397,An in vivo study of hydrogels based on physiologically clotted fibrin-gelatin composites as wound-dressing materials.,J Biomed Mater Res B Appl Biomater,2004 Nov 15
15342099,Ameroid rings for gradual chronic constriction of the sciatic nerve in rats: contribution of different nerves to neuropathic pain.,Brain Res Bull,2004 Aug 30
15306987,Wound dressings in diabetic foot disease.,Clin Infect Dis,2004 Aug 1
15258509,[Becaplermin gel (Regranex gel)].,Ann Dermatol Venereol,2004 Apr
15127484,Addressing wounds.,Nurs Manage,2000 Sep
15115221,Four case studies of the action of TIELLE* Plus dressings.,Br J Community Nurs,2003
15115220,Clinical evaluation of TIELLE* Plus dressing in the management of exuding chronic wounds.,Br J Community Nurs,2003
15115219,TIELLE* hydropolymer dressings: wound responsive technology.,Br J Community Nurs,2003
15062754,Platelet gel for healing cutaneous chronic wounds.,Transfus Apher Sci,2004 Apr
15042764,[Wound and dressings note. 6--Carbon and silver films].,Soins,2004 Mar
15017440,Prevention and treatment of acute radiation dermatitis: a literature review.,Oncol Nurs Forum,2004 Mar-Apr
15014807,[Autologous tissue engineered skin for full thickness skin replacement].,Shanghai Kou Qiang Yi Xue,2000 Sep
14738008,[Note on wounds and dressings. 5--Hydrogels].,Soins,2003 Dec
14725365,Thermosensitive hydrogel as a Tgf-beta1 gene delivery vehicle enhances diabetic wound healing.,Pharm Res,2003 Dec
14652415,Cost-effectiveness of becaplermin for nonhealing neuropathic diabetic foot ulcers.,Ostomy Wound Manage,2003 Nov
14508172,"Treatment of refractory fever in the neurosciences critical care unit using a novel, water-circulating cooling device. A single-center pilot experience.",J Neurosurg Anesthesiol,2003 Oct
12972935,Promoting healing with recombinant human platelet-derived growth factor--BB in a previously irradiated problem wound.,Laryngoscope,2003 Sep
12946717,Comparative effect of oral administration and topical application of alcoholic extract of Terminalia arjuna bark on incision and excision wounds in rats.,Fitoterapia,2003 Sep
12903698,Comparing the use of hydrogel dressings to lanolin ointment with lactating mothers.,J Obstet Gynecol Neonatal Nurs,2003 Jul-Aug
12835547,Comparative testing of liposomal and aqueous formulations of povidone-iodine for their angioirritative potential at the chorioallantoic membrane of ex ovo cultivated chick embryos.,Dermatology,2003
12817892,Controlled gene delivery system based on thermosensitive biodegradable hydrogel.,Pharm Res,2003 Jun
12809772,Photocrosslinkable chitosan hydrogel containing fibroblast growth factor-2 stimulates wound healing in healing-impaired db/db mice.,Biomaterials,2003 Sep
12785089,Intrasite Gel and Intrasite Conformable: the hydrogel range.,Br J Nurs,2000 Sep 14-27
12769329,The cost and efficacy of two wound treatments.,AORN J,2003 May
12752201,Biocompatibility study of polymeric biomaterials.,Artif Organs,2003 May
12581423,Thymosin beta 4 and a synthetic peptide containing its actin-binding domain promote dermal wound repair in db/db diabetic mice and in aged mice.,Wound Repair Regen,2003 Jan-Feb
12406164,Effects of nitric oxide releasing poly(vinyl alcohol) hydrogel dressings on dermal wound healing in diabetic mice.,Wound Repair Regen,2002 Sep-Oct
12362156,Debridement of necrotic tissue and eschar using a capillary dressing and semi-permeable film dressing.,Br J Community Nurs,2002 Sep
12271188,Transorbent hydrocellular wound dressing from Maersk Medical.,Br J Nurs,2000 Nov 9-22
12094343,Effects of 25% propylene glycol hydrogel (Solugel) on second intention wound healing in horses.,Vet Surg,2002 Jul-Aug
11971832,The effect of gel burns dressings on skin temperature.,Emerg Med J,2002 May
11963421,When and how to use hydrogels.,Nurs Times,2000 Jun 8
11954493,Leg ulceration in rheumatoid arthritis.,Nurs Times,2001 Jun 14-20
11905452,Management of a diabetic foot ulcer.,Adv Skin Wound Care,2001 Jan-Feb
11896994,Acceleration of wound contraction and healing with a photocrosslinkable chitosan hydrogel.,Wound Repair Regen,2001 Nov-Dec
11870788,Evaluating the efficacy of using a short-pulsed erbium:YAG laser for intraoperative resurfacing of surgical wounds.,Lasers Surg Med,2002
11862176,Optimizing wound healing in the face after laser abrasion.,J Am Acad Dermatol,2002 Mar
11771703,Photocrosslinkable chitosan as a dressing for wound occlusion and accelerator in healing process.,Biomaterials,2002 Feb
11520761,Quantification of the ultraviolet radiation (UVR) field in the human eye in vivo using novel instrumentation and the potential benefits of UVR blocking hydrogel contact lens.,Br J Ophthalmol,2001 Sep
11350649,Polyvinyl pyrrolidone-iodine liposome hydrogel improves epithelialization by combining moisture and antisepis. A new concept in wound therapy.,Wound Repair Regen,2001 Mar-Apr
11123415,Hydrogel barrier/repair creams and contact dermatitis.,Am J Contact Dermat,2000 Dec
11096195,An innovative topical drug formulation for wound healing and infection treatment: in vitro and in vivo investigations of a povidone-iodine liposome hydrogel.,Dermatology,2000
11061711,When to use hydrogel dressings.,Adv Skin Wound Care,2000 Jan-Feb
10897697,Phase 1 studies: the development of new dressing technology.,Br J Nurs,1999 Sep 23-Oct 13
10848938,Review of closed dressings after laser resurfacing.,Dermatol Surg,2000 Jun
10818896,Allergic reactions to dressings.,J Wound Care,1999 Oct
10788187,Update on wound care.,Rehab Manag,1999 Oct-Nov
10640641,Biodegradable amphiphilic multiblock copolymers and their implications for biomedical applications.,J Control Release,2000 Feb 14
10638331,Matrix metalloproteinases (MMPs) are required for re-epithelialization of cutaneous wounds.,Arch Dermatol Res,1999 Nov
10524057,[Management of infections in chronic wounds. Hydroactive dressings instead of antiseptics?].,Krankenpfl J,1999 Mar
10469078,Histological comparison of postoperative wound care regimens for laser resurfacing in a porcine model.,Dermatol Surg,1999 May
34644927,Improvement and retardation of wound healing: effects of pharmacological agents in laboratory animal studies.,Vet Dermatol,1999 Jun
10326372,Hydrogel dressings: their role in dry and sloughy wounds.,Community Nurse,1998 Oct
10191699,[Differentiated local therapy of chronic wounds with modern wound dressings].,Vasa,1999 Feb
9887735,Exudate management in fungating wounds.,J Wound Care,1998 Oct
9791362,Controlling bleeding in fragile fungating tumours.,J Wound Care,1998 Jul
9677108,Closed dressings after laser skin resurfacing.,Arch Otolaryngol Head Neck Surg,1998 Jul
9543975,A comparison of two amorphous hydrogels in the debridement of pressure sores.,J Wound Care,1998 Feb
9510821,Hydrogels and hydrocolloids: an objective product comparison.,Ostomy Wound Manage,1998 Jan
9491114,Care before and after laser skin resurfacing. A survey and review of the literature.,Dermatol Surg,1998 Feb
9382717,Dermabrasion. Is it an option?,Aust Fam Physician,1997 Sep
9325828,A study to compare two film dressings used as secondary dressings.,J Wound Care,1997 Jul
9240832,Ultraviolet radiation revisited.,CLAO J,1997 Jul
9403264,Povidone-iodine liposomes--an overview.,Dermatology,1997
9063511,Cytokine mRNA changes during the treatment of hypertrophic scars with silicone and nonsilicone gel dressings.,Dermatol Surg,1996 Nov
8868031,Synthetic wound dressings--evaluation of interactions with epithelial and dermal cells in vitro.,Skin Pharmacol,1996
8569588,[Treatment of ulcus cruris. What is the role of wound dressings?].,Med Monatsschr Pharm,1995 Dec
7575984,"A brief review of the pathophysiology and treatment of cutaneous T-cell lymphoma ""mycosis fungoides"".",Ostomy Wound Manage,1995 Oct
7574165,Effects of three occlusive dressing materials on healing of full-thickness skin wounds in dogs.,Am J Vet Res,1995 Jul
7885030,The enhancement in wound healing by transforming growth factor-beta 1 (TGF-beta 1) depends on the topical delivery system.,J Surg Res,1995 Mar
7777948,[Modern dressings. Hydrogels].,Rozhl Chir,1995 Feb
7871713,The effect of occlusive and semi-occlusive dressings on the healing of acute full-thickness skin wounds on the forelimbs of dogs.,Vet Surg,1994 Nov-Dec
8047605,Collagenase during burn wound healing: influence of a hydrogel dressing and pulsed electrical stimulation.,Plast Reconstr Surg,1994 Sep
8067228,Comparative histopathology of epidural hydrogel and silicone elastomer catheters following 30 and 180 days implant in the ewe.,Acta Anaesthesiol Scand,1994 May
8180934,Occlusive dressings and wound healing.,Clin Dermatol,1994 Jan-Mar
8286020,A comparative study of wound dressings on full-thickness wounds in micropigs.,Decubitus,1993 Sep
8343554,Collaborative nurse management of multifactorial moist desquamation in a patient undergoing radiotherapy.,J ET Nurs,1993 Jul-Aug
10146446,A new biodegradable matrix as part of a cell seeded skin substitute for the treatment of deep skin defects: a physico-chemical characterisation.,Clin Mater,1993
1388627,A jejunal fistula in a granulating wound and jejunal refeeding.,Ostomy Wound Manage,1992 Jul-Aug
1410926,[The physicochemical characterization and therapeutic evaluation of Cicatrol].,Rev Med Chir Soc Med Nat Iasi,1992 Jan-Jun
1881139,Inert wound dressing is not desirable.,J Surg Res,1991 Sep
2275767,Laboratory evaluation of a new hydrogel-type skin substitute.,Burns,1990 Oct
2275766,Preclinical evaluation of skin substitutes.,Burns,1990 Oct
2328933,[Wound management with split skin flaps--donor sites. Covering with the moist gel Geliperm].,Fortschr Med,1990 Feb 20
2294837,Epidermal growth factor binding and action on tympanic membranes.,Ann Otol Rhinol Laryngol,1990 Jan
2637073,[Control of the re-epithelialization of skin defects and burns].,Dtsch Z Mund Kiefer Gesichtschir,1989 Jul-Aug
3264140,Acceleration of tensile strength of incisions treated with EGF and TGF-beta.,Ann Surg,1988 Dec
3268831,[Local treatment of burn injuries and traumatic wounds with a hydrogel Geliperm dressing].,Polim Med,1988
3268830,[Experimental testing of the hydrogel dressing Geliperm].,Polim Med,1988
3630299,[Telethermographic aspects of dermabrasion including the management of postoperative wounds].,Z Hautkr,1987 Jul 1
3514062,Biologic dressings and skin substitutes.,Clin Plast Surg,1986 Jan
3973143,Experiences with biosynthetic dressings.,J Am Acad Dermatol,1985 Feb
6151801,[Clinical experiences with a new gel-like wound dressing after skin transplantation].,Aktuelle Traumatol,1984 Dec
6085934,A study of microangioneogenesis in wounds healing by secondary intention.,Microcirc Endothelium Lymphatics,1984 Dec
6084688,Experimental infection and hydrogel dressings.,J Hosp Infect,1984 Dec
6521584,[Experimental study on the surgical treatment of tracheal wall defects].,Laryngol Rhinol Otol (Stuttg),1984 Nov
6469314,Clinical experience with a new hydrogel wound dressing.,Injury,1984 Jul
