PMID,Title,Source,PubDate
33204113,Mesenchymal Stem Cells Application in Wound Tissue Healing in Old Animals.,Stem Cells Cloning,2020
33202968,Bacterial Nanocellulose-Enhanced Alginate Double-Network Hydrogels Cross-Linked with Six Metal Cations for Antibacterial Wound Dressing.,Polymers (Basel),2020 Nov 13
33190822,Enhanced antimicrobial and full-thickness wound healing efficiency of hydrogels loaded with heparinized ZnO nanoparticles: In vitro and in vivo evaluation.,Int J Biol Macromol,2021 Jan 1
33188894,"Fabrication and evaluation of chitosan/gelatin/PVA hydrogel incorporating honey for wound healing applications: An in vitro, in vivo study.",Int J Pharm,2021 Jan 5
33183010,"Mechano-Responsive, Tough, and Antibacterial Zwitterionic Hydrogels with Controllable Drug Release for Wound Healing Applications.",ACS Appl Mater Interfaces,2020 Nov 25
33182366,Biomimetic Alginate/Gelatin Cross-Linked Hydrogels Supplemented with Polyphosphate for Wound Healing Applications.,Molecules,2020 Nov 9
33179647,Improvement of the wound healing properties of hydrogels with N-acetylcysteine through their modification with methacrylate-containing polymers.,Biomater Sci,2021 Feb 9
33168979,Activating an adaptive immune response from a hydrogel scaffold imparts regenerative wound healing.,Nat Mater,2021 Apr
33164509,Thermochromic Hydrogel-Functionalized Textiles for Synchronous Visual Monitoring of On-Demand In Vitro Drug Release.,ACS Appl Mater Interfaces,2020 Nov 18
33159581,Sodium alginate/collagen hydrogel loaded with human umbilical cord mesenchymal stem cells promotes wound healing and skin remodeling.,Cell Tissue Res,2021 Feb
33142572,In-situ crosslinked hydrogel based on amidated pectin/oxidized chitosan as potential wound dressing for skin repairing.,Carbohydr Polym,2021 Jan 1
33136375,Cellulose Mesh with Charged Nanocellulose Coatings as a Promising Carrier of Skin and Stem Cells for Regenerative Applications.,Biomacromolecules,2020 Dec 14
33133428,Exosomal PD-L1 functions as an immunosuppressant to promote wound healing.,J Extracell Vesicles,2019 Dec 27
33132433,Hydrocolloid dressing improves wound healing by increasing M2 macrophage polarization in mice with diabetes.,Nagoya J Med Sci,2020 Aug
33127340,[Evaluation of the suitability and clinical applicability of different electrodes for aEEG/cEEG monitoring in the extremely premature infant].,An Pediatr (Engl Ed),2020 Oct 27
33123582,"Natural Film Based on Pectin and Allantoin for Wound Healing: Obtaining, Characterization, and Rat Model.",Biomed Res Int,2020
33113763,Effects of Bacterial Nanocellulose Loaded with Curcumin and Its Degradation Products on Human Dermal Fibroblasts.,Materials (Basel),2020 Oct 25
33108665,Topical Application of Virus-Derived Immunomodulating Proteins and Peptides to Promote Wound Healing in Mouse Models.,Methods Mol Biol,2021
33108416,Antibacterial photodynamic peptides for staphylococcal skin infection.,Biomater Sci,2020 Dec 7
33105945,[Preparation and preliminary research on the characteristics of modified nano-bioglass hydrogel].,Zhonghua Shao Shang Za Zhi,2020 Oct 20
33103384,A Hydrogen-Bonded Extracellular Matrix-Mimicking Bactericidal Hydrogel with Radical Scavenging and Hemostatic Function for pH-Responsive Wound Healing Acceleration.,Adv Healthc Mater,2021 Feb
33103177,Conductive and antimicrobial macroporous nanocomposite hydrogels generated from air-in-water Pickering emulsions for neural stem cell differentiation and skin wound healing.,Biomater Sci,2020 Dec 15
33103105,Enzyme-mediated one-pot synthesis of hydrogel with the polyphenol cross-linker for skin regeneration.,Mater Today Bio,2020 Sep
33089849,Engineering a macroporous fibrin-based sequential interpenetrating polymer network for dermal tissue engineering.,Biomater Sci,2020 Dec 15
33080849,An Overview of Biopolymeric Electrospun Nanofibers Based on Polysaccharides for Wound Healing Management.,Pharmaceutics,2020 Oct 17
33074273,Bioinspired tissue-compliant hydrogels with multifunctions for synergistic surgery-photothermal therapy.,J Mater Chem B,2020 Nov 18
33071712,A Patch of Detachable Hybrid Microneedle Depot for Localized Delivery of Mesenchymal Stem Cells in Regeneration Therapy.,Adv Funct Mater,2020 Jun 4
33061991,Combined Transplantation of Mesenchymal Stem Cells and Endothelial Colony-Forming Cells Accelerates Refractory Diabetic Foot Ulcer Healing.,Stem Cells Int,2020
33052243,Bioinspired biliverdin/silk fibroin hydrogel for antiglioma photothermal therapy and wound healing.,Theranostics,2020
33049725,Click chemistry-based biopolymeric hydrogels for regenerative medicine.,Biomed Mater,2021 Mar 16
33049013,Sustained release of inhibitor from bionic scaffolds for wound healing and functional regeneration.,Biomater Sci,2020 Oct 21
33045517,Preparation of stretchable composite film and its application in skin burn repair.,J Mech Behav Biomed Mater,2021 Jan
33036163,Cerium Oxide Nanoparticles (Nanoceria): Hopes in Soft Tissue Engineering.,Molecules,2020 Oct 6
33036130,Polymer-Based Materials Loaded with Curcumin for Wound Healing Applications.,Polymers (Basel),2020 Oct 6
33031852,Hydrogels based on low-methoxyl amidated citrus pectin and flaxseed gum formulated with tripeptide glycyl-l-histidyl-l-lysine improve the healing of experimental cutting wounds in rats.,Int J Biol Macromol,2020 Dec 15
33023196,Enhancement of α-Mangostin Wound Healing Ability by Complexation with 2-Hydroxypropyl-β-Cyclodextrin in Hydrogel Formulation.,Pharmaceuticals (Basel),2020 Oct 2
33021309,Extracellular matrices derived from different cell sources and their effect on macrophage behavior and wound healing.,J Mater Chem B,2020 Nov 4
33015440,Acceleration of Wound Healing in Diabetic Rats through Poly Dimethylaminoethyl Acrylate-Hyaluronic Acid Polymeric Hydrogel Impregnated with a Didymocarpus pedicellatus Plant Extract.,ACS Omega,2020 Sep 29
33005823,Mussel-inspired agarose hydrogel scaffolds for skin tissue engineering.,Bioact Mater,2021 Mar
33001623,Antibacterial Zwitterionic Polyelectrolyte Hydrogel Adhesives with Adhesion Strength Mediated by Electrostatic Mismatch.,ACS Appl Mater Interfaces,2020 Oct 14
32998437,Thymoquinone-Loaded Polymeric Films and Hydrogels for Bacterial Disinfection and Wound Healing.,Biomedicines,2020 Sep 28
32997843,Topical doxycycline monohydrate hydrogel 1% targeting proteases/PAR2 pathway is a novel therapeutic for atopic dermatitis.,Exp Dermatol,2020 Dec
32996926,An 'on-demand' photothermal antibiotic release cryogel patch: evaluation of efficacy on an ex vivo model for skin wound infection.,Biomater Sci,2020 Nov 7
32996553,Carbon nanodot decorated acellular dermal matrix hydrogel augments chronic wound closure.,J Mater Chem B,2020 Oct 21
32992554,"Clinical Translational Potential in Skin Wound Regeneration for Adipose-Derived, Blood-Derived, and Cellulose Materials: Cells, Exosomes, and Hydrogels.",Biomolecules,2020 Sep 27
32971882,Characterization of a Topically Testable Model of Burn Injury on Human Skin Explants.,Int J Mol Sci,2020 Sep 22
32971198,"Chronic wounds: Current status, available strategies and emerging therapeutic solutions.",J Control Release,2020 Dec 10
32966542,γ-PGA hydrogel loaded with cell-free fat extract promotes the healing of diabetic wounds.,J Mater Chem B,2020 Sep 23
32964904,A multifunctional shape-adaptive and biodegradable hydrogel with hemorrhage control and broad-spectrum antimicrobial activity for wound healing.,Biomater Sci,2020 Dec 15
32962099,Correlation between Elemental Composition/Mobility and Skin Cell Proliferation of Fibrous Nanoclay/Spring Water Hydrogels.,Pharmaceutics,2020 Sep 18
32946218,"Synthetic Polymeric Antibacterial Hydrogel for Methicillin-Resistant Staphylococcus aureus-Infected Wound Healing: Nanoantimicrobial Self-Assembly, Drug- and Cytokine-Free Strategy.",ACS Nano,2020 Oct 27
32939884,Self-assembling peptides: From a discovery in a yeast protein to diverse uses and beyond.,Protein Sci,2020 Nov
32933673,Catechol modified quaternized chitosan enhanced wet adhesive and antibacterial properties of injectable thermo-sensitive hydrogel for wound healing.,Carbohydr Polym,2020 Dec 1
32919631,Novel probiotic-bound oxidized Bletilla striata polysaccharide-chitosan composite hydrogel.,Mater Sci Eng C Mater Biol Appl,2020 Dec
32913623,Regulation of inflammatory microenvironment using a self-healing hydrogel loaded with BM-MSCs for advanced wound healing in rat diabetic foot ulcers.,J Tissue Eng,2020 Jan-Dec
32890556,Bioactive multi-engineered hydrogel offers simultaneous promise against antibiotic resistance and wound damage.,Int J Biol Macromol,2020 Dec 1
32889555,The use of micro-needle arrays to deliver cells for cellular therapies.,Biomed Microdevices,2020 Sep 5
32888993,Thermo-responsive chitosan hydrogel for healing of full-thickness wounds infected with XDR bacteria isolated from burn patients: In vitro and in vivo animal model.,Int J Biol Macromol,2020 Dec 1
32882899,Chitosan: A Natural Biopolymer with a Wide and Varied Range of Applications.,Molecules,2020 Sep 1
32871442,Hydrogels containing soybean isoflavone aglycones-rich fraction-loaded nanoemulsions for wound healing treatment - in vitro and in vivo studies.,Colloids Surf B Biointerfaces,2020 Dec
32870775,Bacterial Cellulose: Functional Modification and Wound Healing Applications.,Adv Wound Care (New Rochelle),2021 Nov
32864898,Biodegradable and Electroactive Regenerated Bacterial Cellulose/MXene (Ti(3) C(2) T(x) ) Composite Hydrogel as Wound Dressing for Accelerating Skin Wound Healing under Electrical Stimulation.,Adv Healthc Mater,2020 Oct
32848396,Umbilical Cord-Derived Mesenchymal Stem Cell-Derived Exosomes Combined Pluronic F127 Hydrogel Promote Chronic Diabetic Wound Healing and Complete Skin Regeneration.,Int J Nanomedicine,2020
32842474,Porous Curdlan-Based Hydrogels Modified with Copper Ions as Potential Dressings for Prevention and Management of Bacterial Wound Infection-An In Vitro Assessment.,Polymers (Basel),2020 Aug 23
32841667,A composite hydrogel loading natural polysaccharides derived from Periplaneta americana herbal residue for diabetic wound healing.,Int J Biol Macromol,2020 Dec 1
32829817,Tannic acid-reinforced methacrylated chitosan/methacrylated silk fibroin hydrogels with multifunctionality for accelerating wound healing.,Carbohydr Polym,2020 Nov 1
32829794,Physico-mechanical and finite element analysis evaluation of 3D printable alginate-methylcellulose inks for wound healing applications.,Carbohydr Polym,2020 Nov 1
32829788,Fucoidan-loaded hydrogels facilitates wound healing using photodynamic therapy by in vitro and in vivo evaluation.,Carbohydr Polym,2020 Nov 1
32829670,Co-culture Model for Cutaneous Wound Healing to Assess a Porous Fiber-Based Drug Delivery System.,Tissue Eng Part C Methods,2020 Sep
32820296,"Bioresponsive supramolecular hydrogels for hemostasis, infection control and accelerated dermal wound healing.",J Mater Chem B,2020 Sep 30
32806291,Design of dialdehyde cellulose crosslinked poly(vinyl alcohol) hydrogels for transdermal drug delivery and wound dressings.,Mater Sci Eng C Mater Biol Appl,2020 Nov
32806236,Dual cross-linked honey coupled 3D antimicrobial alginate hydrogels for cutaneous wound healing.,Mater Sci Eng C Mater Biol Appl,2020 Nov
32805969,Photodegradable Hydrogels for Cell Encapsulation and Tissue Adhesion.,ACS Appl Mater Interfaces,2020 Aug 26
32805786,Multifunctional Tissue-Adhesive Cryogel Wound Dressing for Rapid Nonpressing Surface Hemorrhage and Wound Repair.,ACS Appl Mater Interfaces,2020 Aug 12
32798544,Manufacture of pH- and HAase-responsive hydrogels with on-demand and continuous antibacterial activity for full-thickness wound healing.,Int J Biol Macromol,2020 Dec 1
35021710,Biocompatible Polyphosphorylcholine Hydrogels with Inherent Antibacterial and Nonfouling Behavior Effectively Promote Skin Wound Healing.,ACS Appl Bio Mater,2020 Aug 17
32796593,Advanced Hydrogels as Wound Dressings.,Biomolecules,2020 Aug 11
32785973,Hydrogel patches alleviate skin injuries to the cheeks and nasal bridge caused by continuous N95 mask use.,Dermatol Ther,2020 Nov
32785381,Biodegradable microneedle patch for transdermal gene delivery.,Nanoscale,2020 Aug 28
32784960,Natural 3D-Printed Bioinks for Skin Regeneration and Wound Healing: A Systematic Review.,Polymers (Basel),2020 Aug 10
32777414,Anti-staphylococcal hydrogels based on bacterial cellulose and the antimicrobial biopolyester poly(3-hydroxy-acetylthioalkanoate-co-3-hydroxyalkanoate).,Int J Biol Macromol,2020 Nov 1
32776863,Combined carbon photon and hydrogel therapy mediates the synergistic repair of full-thickness skin wounds.,J Int Med Res,2020 Aug
32770746,An in situ collagen-HA hydrogel system promotes survival and preserves the proangiogenic secretion of hiPSC-derived vascular smooth muscle cells.,Biotechnol Bioeng,2020 Dec
32768973,Chitosan hydrogels functionalized with either unfractionated heparin or bemiparin improve diabetic wound healing.,Biomed Pharmacother,2020 Sep
32761978,Novel functional antimicrobial and biocompatible arabinoxylan/guar gum hydrogel for skin wound dressing applications.,J Tissue Eng Regen Med,2020 Oct
32756718,Microphysiological systems for the modeling of wound healing and evaluation of pro-healing therapies.,J Mater Chem B,2020 Aug 19
32751101,Decellularized Skin Extracellular Matrix (dsECM) Improves the Physical and Biological Properties of Fibrinogen Hydrogel for Skin Bioprinting Applications.,Nanomaterials (Basel),2020 Jul 29
32744545,Injectable supramolecular gelatin hydrogel loading of resveratrol and histatin-1 for burn wound therapy.,Biomater Sci,2020 Sep 7
32736171,Modulation of macrophages by bioactive glass/sodium alginate hydrogel is crucial in skin regeneration enhancement.,Biomaterials,2020 Oct
32734706,Stem Cell Seeded and Silver Nanoparticles Loaded Bilayer PLGA/PVA Dressings for Wound Healing.,Macromol Biosci,2020 Oct
32734660,A carrageenan/agarose composite sponge and its immunomodulatory activities toward RAW264.7.,J Biomed Mater Res A,2021 Jun
32725896,Topical treatment for facial burns.,Cochrane Database Syst Rev,2020 Jul 29
32721461,Design of tunable gelatin-dopamine based bioadhesives.,Int J Biol Macromol,2020 Dec 1
32715200,Multifunctional Alginate Hydrogel Protects and Heals Skin Defects in Complex Clinical Situations.,ACS Omega,2020 Jul 21
32702455,Microneedle liquid injection system assisted delivery of infection responsive nanoparticles: A promising approach for enhanced site-specific delivery of carvacrol against polymicrobial biofilms-infected wounds.,Int J Pharm,2020 Sep 25
32672972,Antiswelling and Durable Adhesion Biodegradable Hydrogels for Tissue Repairs and Strain Sensors.,Langmuir,2020 Sep 8
32671702,Platelet-rich plasma and/or sildenafil topical applications accelerate and better repair wound healing in rats through regulation of proinflammatory cytokines and collagen/TGF-β1 pathway.,Environ Sci Pollut Res Int,2020 Nov
32658477,On-Demand Dissoluble Diselenide-Containing Hydrogel.,Biomacromolecules,2020 Aug 10
32647480,Development and characterization of a superabsorbing hydrogel film containing Ulmus davidiana var. Japonica root bark and pullulan for skin wound healing.,Saudi Pharm J,2020 Jul
32645859,Hydrogel Delivery System Containing Calendulae flos Lyophilized Extract with Chitosan as a Supporting Strategy for Wound Healing Applications.,Pharmaceutics,2020 Jul 7
32630503,Hydrogel Dressings for the Treatment of Burn Wounds: An Up-To-Date Overview.,Materials (Basel),2020 Jun 25
32615590,"Enzymatic Debridement of Porcine Burn Wounds via a Novel Protease, SN514.",J Burn Care Res,2020 Sep 23
32605069,A Bibliometric Review of Artificial Extracellular Matrices Based on Tissue Engineering Technology Literature: 1990 through 2019.,Materials (Basel),2020 Jun 27
32602815,Emerging Role of Elastin-Like Polypeptides in Regenerative Medicine.,Adv Wound Care (New Rochelle),2021 May
32600722,An alginate/poly(N-isopropylacrylamide)-based composite hydrogel dressing with stepwise delivery of drug and growth factor for wound repair.,Mater Sci Eng C Mater Biol Appl,2020 Oct
32596551,Pilot Study of the Biological Properties and Vascularization of 3D Printed Bilayer Skin Grafts.,Int J Bioprint,2020
32590890,Polysaccharide-rich hydrogel formulation combined with photobiomodulation repairs UV-induced photodamage in mice skin.,Wound Repair Regen,2020 Sep
32583795,Hyaluronic acid in wound dressings.,Cell Mol Biol (Noisy-le-grand),2020 Jun 25
32581536,Healthcare Applications of pH-Sensitive Hydrogel-Based Devices: A Review.,Int J Nanomedicine,2020
32574929,The effect of form of carboxymethyl-chitosan dressings on biological properties in wound healing.,Colloids Surf B Biointerfaces,2020 Oct
32571008,Biocompatible In Situ Polymerization of Multipurpose Polyacrylamide-Based Hydrogels on Skin via Silver Ion Catalyzation.,ACS Appl Mater Interfaces,2020 Jul 15
32561307,Study of injectable Blueberry anthocyanins-loaded hydrogel for promoting full-thickness wound healing.,Int J Pharm,2020 Aug 30
32545186,A Novel Composite Hydrogel Composed of Formic Acid-Decellularized Pepsin-Soluble Extracellular Matrix Hydrogel and Sacchachitin Hydrogel as Wound Dressing to Synergistically Accelerate Diabetic Wound Healing.,Pharmaceutics,2020 Jun 11
32544897,Preparation of smooth and macroporous hydrogel via hand-held blender for wound healing applications: in vitro and in vivo evaluations.,Biomed Mater,2020 Sep 8
32538318,"The preparation of multifunction chitosan adhesive hydrogel by ""one- step"" method.",J Biomater Sci Polym Ed,2020 Oct
32530593,"PDA/Cu Bioactive Hydrogel with ""Hot Ions Effect"" for Inhibition of Drug-Resistant Bacteria and Enhancement of Infectious Skin Wound Healing.",ACS Appl Mater Interfaces,2020 Jul 15
32522716,"Drug-impregnated, pressurized gas expanded liquid-processed alginate hydrogel scaffolds for accelerated burn wound healing.",Acta Biomater,2020 Aug
32519875,Nanomedicine in Healing Chronic Wounds: Opportunities and Challenges.,Mol Pharm,2021 Feb 1
32519734,Engineering an adhesive based on photosensitive polymer hydrogels and silver nanoparticles for wound healing.,J Mater Chem B,2020 Jul 14
32515577,Multilayer Injectable Hydrogel System Sequentially Delivers Bioactive Substances for Each Wound Healing Stage.,ACS Appl Mater Interfaces,2020 Jul 1
32513257,"Beta-adrenergic antagonist for the healing of chronic diabetic foot ulcers: study protocol for a prospective, randomized, double-blinded, controlled and parallel-group study.",Trials,2020 Jun 8
32507198,Hyaluronic acid-Based wound dressings: A review.,Carbohydr Polym,2020 Aug 1
32491149,Primary bandages for people with pemphigus vulgaris lesions: an integrative literature review.,Rev Gaucha Enferm,2020
32487379,"Freeze-gelled alginate/gelatin scaffolds for wound healing applications: An in vitro, in vivo study.",Mater Sci Eng C Mater Biol Appl,2020 Aug
32478527,Catechol-Functionalized Elastin-like Polypeptides as Tissue Adhesives.,Biomacromolecules,2020 Jul 13
32478498,Mussel-Inspired Dual-Cross-linking Hyaluronic Acid/ε-Polylysine Hydrogel with Self-Healing and Antibacterial Properties for Wound Healing.,ACS Appl Mater Interfaces,2020 Jun 24
32475541,"Skin-inspired cellulose conductive hydrogels with integrated self-healing, strain, and thermal sensitive performance.",Carbohydr Polym,2020 Jul 15
32475108,Functionalized GO Nanovehicles with Nitric Oxide Release and Photothermal Activity-Based Hydrogels for Bacteria-Infected Wound Healing.,ACS Appl Mater Interfaces,2020 Jul 1
32457889,Copper Sulfide Nanoparticles-Incorporated Hyaluronic Acid Injectable Hydrogel With Enhanced Angiogenesis to Promote Wound Healing.,Front Bioeng Biotechnol,2020
32455541,Wound Healing Activity of Nanoclay/Spring Water Hydrogels.,Pharmaceutics,2020 May 21
32450220,Improved surface adhesion and wound healing effect of madecassoside liposomes modified by temperature-responsive PEG-PCL-PEG copolymers.,Eur J Pharm Sci,2020 Aug 1
32440554,Dissolved oxygen from microalgae-gel patch promotes chronic wound healing in diabetes.,Sci Adv,2020 May
32440531,Hyperosmolar potassium inhibits myofibroblast conversion and reduces scar tissue formation.,ACS Biomater Sci Eng,2019 Oct 14
32440361,Resveratrol-loaded peptide-hydrogels inhibit scar formation in wound healing through suppressing inflammation.,Regen Biomater,2020 Feb
32434772,KGF-2 and FGF-21 poloxamer 407 hydrogel coordinates inflammation and proliferation homeostasis to enhance wound repair of scalded skin in diabetic rats.,BMJ Open Diabetes Res Care,2020 May
32431957,A promising wound dressing based on alginate hydrogels containing vitamin D3 cross-linked by calcium carbonate/d-glucono-δ-lactone.,Biomed Eng Lett,2020 May
32427785,Wound Healing and Wound Care in Neonates: Current Therapies and Novel Options.,Adv Skin Wound Care,2020 Jun
32424320,Cas9-AAV6-engineered human mesenchymal stromal cells improved cutaneous wound healing in diabetic mice.,Nat Commun,2020 May 18
32423071,Efficacy of A Novel Smart Polymeric Nanodrug in the Treatment of Experimental Wounds in Rats.,Polymers (Basel),2020 May 14
32421878,"Efficacy of hydrogel patches in preventing facial skin damage caused by mask compression in fighting against coronavirus disease 2019: a short-term, self-controlled study.",J Eur Acad Dermatol Venereol,2020 Sep
35025350,Bioactive ECM Mimic Hyaluronic Acid Dressing via Sustained Releasing of bFGF for Enhancing Skin Wound Healing.,ACS Appl Bio Mater,2020 May 18
32414448,Optimization of human-like collagen composite polysaccharide hydrogel dressing preparation using response surface for burn repair.,Carbohydr Polym,2020 Jul 1
32409073,Antibacterial polypeptide/heparin composite hydrogels carrying growth factor for wound healing.,Mater Sci Eng C Mater Biol Appl,2020 Jul
32405818,Silk fibroin hydrogel promote burn wound healing through regulating TLN1 expression and affecting cell adhesion and migration.,J Mater Sci Mater Med,2020 May 13
32389834,Healing of dermal wounds property of Caryocar brasiliense oil loaded polymeric lipid-core nanocapsules: formulation and in vivo evaluation.,Eur J Pharm Sci,2020 Jul 1
32388998,Injectable Antimicrobial Conductive Hydrogels for Wound Disinfection and Infectious Wound Healing.,Biomacromolecules,2020 May 11
32388839,GelMA combined with sustained release of HUVECs derived exosomes for promoting cutaneous wound healing and facilitating skin regeneration.,J Mol Histol,2020 Jun
32387606,Insight into delivery of dermal fibroblast by non-biodegradable bacterial nanocellulose composite hydrogel on wound healing.,Int J Biol Macromol,2020 Sep 15
32365733,Chitosan-Gentamicin Conjugate Hydrogel Promoting Skin Scald Repair.,Mar Drugs,2020 Apr 29
32363364,A Fe(3+)-crosslinked pyrogallol-tethered gelatin adhesive hydrogel with antibacterial activity for wound healing.,Biomater Sci,2020 Jun 7
32362581,Injectable Click Chemistry-based Bioadhesives for Accelerated Wound Closure.,Acta Biomater,2020 Jul 1
32355267,Development of a polyvinyl alcohol/sodium alginate hydrogel-based scaffold incorporating bFGF-encapsulated microspheres for accelerated wound healing.,Sci Rep,2020 Apr 30
32351127,IGF-1C domain-modified chitosan hydrogel accelerates cutaneous wound healing by promoting angiogenesis.,Future Med Chem,2020 Jul
32351022,Bone-Inspired Tube Filling Decellularized Matrix of Toad Cartilage Provided an Osteoinductive Microenvironment for Mesenchymal Stem Cells to Facilitate the Radius Defect Repair of Rabbit.,Biotechnol J,2020 Aug
32345999,Electrofluidic control of bioactive molecule delivery into soft tissue models based on gelatin methacryloyl hydrogels using threads and surgical sutures.,Sci Rep,2020 Apr 28
32338466,Microskin-Inspired Injectable MSC-Laden Hydrogels for Scarless Wound Healing with Hair Follicles.,Adv Healthc Mater,2020 May
32337417,Coassembly Generates Peptide Hydrogel with Wound Dressing Material Properties.,ACS Omega,2020 Apr 21
32323472,Sustained release of human platelet lysate growth factors by thermosensitive hydroxybutyl chitosan hydrogel promotes skin wound healing in rats.,J Biomed Mater Res A,2020 Oct
32321591,Chitosan hydrogel encapsulated with LL-37 peptide promotes deep tissue injury healing in a mouse model.,Mil Med Res,2020 Apr 22
32320365,Microneedles in Smart Drug Delivery.,Adv Wound Care (New Rochelle),2021 Apr
32319166,Impact of exosome-loaded chitosan hydrogel in wound repair and layered dermal reconstitution in mice animal model.,J Biomed Mater Res A,2020 Nov 1
32318563,Engineering Immunomodulatory Biomaterials for Regenerating the Infarcted Myocardium.,Front Bioeng Biotechnol,2020
32314510,Chitosan composite hydrogels cross-linked by multifunctional diazo resin as antibacterial dressings for improved wound healing.,J Biomed Mater Res A,2020 Sep
32308759,Bioactive antibacterial silica-based nanocomposites hydrogel scaffolds with high angiogenesis for promoting diabetic wound healing and skin repair.,Theranostics,2020
